Name,GUID,StatusOfReport
"THAI BINH-1X_ILO_Morning Report 15_Oct 14, 2006.doc",9dee2d47-7ad5-4047-b074-342a3169998b,
"THAI BINH-1X_ILO_Morning Report 18_Oct 17, 2006.doc",a6a89757-9957-4b07-8262-a4f5c1b5fd4d,
"THAI BINH-1X_ILO_Morning Report 17_Oct 16, 2006.doc",2185e9b1-10dc-4c51-8650-e55a5dc401c6,
"THAI BINH-1X_ILO_Morning Report 19_Oct 18, 2006.doc",4f346f18-1bf8-4c1b-9490-e4835c990c96,
"THAI BINH-1X_ILO_Morning Report 21_Oct 20, 2006.doc",e3f16465-a6b0-4728-8be1-876458dce882,
"THAI BINH-1X_ILO_Morning Report 20_Oct 19, 2006.doc",fe8a35f6-d540-4321-93e1-ce9d3661fdef,
"THAI BINH-1X_ILO_Morning Report 22_Oct 21, 2006.doc",8dd2bac1-dbeb-41a7-8737-5edba44711e1,
"THAI BINH-1X_ILO_Morning Report 23_Oct 22, 2006.doc",07b80462-24be-4cd0-b141-7af0ac8b677d,
"THAI BINH-1X_ILO_Morning Report 24_Oct 23, 2006.doc",069988c4-3869-4341-ac0b-2d591e3ed80b,
"THAI BINH-1X_ILO_Morning Report 25_Oct 24, 2006.doc",31ac1007-16eb-49f7-9941-edd521592cfc,
"THAI BINH-1X_ILO_Morning Report 26_Oct 25, 2006.doc",84c490a4-b2b1-40da-8df1-db5eda52d24a,
"THAI BINH-1X_ILO_Morning Report 27_Oct 26, 2006.doc",c4774791-d655-4d41-96a8-8329b0883bcb,
"THAI BINH-1X_ILO_Morning Report 28_Oct 27, 2006.doc",8533b939-b370-4d43-bb72-ba0be8f5d258,
"THAI BINH-1X_ILO_Morning Report 29_Oct 28, 2006.doc",331e4c35-11ca-43f1-af3a-affa2f2467ee,
"THAI BINH-1X_ILO_Morning Report 30_Oct 29, 2006.doc",37bcaff6-ec66-4453-b308-30abcf6b1098,
"THAI BINH-1X_ILO_Morning Report 31_Oct 30, 2006.doc",bf1a2db9-a4cf-4431-bbf6-57b69417dd40,
"THAI BINH-1X_ILO_Morning Report 32_Oct 31, 2006.doc",d3a271d6-9712-4ccd-ac13-4d71993128a5,
"THAI BINH-1X_ILO_Midnight Report 33_Nov 01, 2006.doc",fa3ac771-e7d9-466c-975d-a36a70c79ea3,
"THAI BINH-1X_ILO_Midnight Report 34_Nov 02, 2006.doc",3ee63699-3958-4ac4-aed5-7b81a56180ac,
"THAI BINH-1X_ILO_Midnight Report 35_Nov 03, 2006.doc",9865fefc-59ab-4343-8225-910ca8136f69,
"THAI BINH-1X_ILO_Midnight Report 36_Nov 4, 2006.doc",5c1f6438-75b0-4378-a8de-8f4124860448,
"THAI BINH-1X_ILO_Midnight Report 38_Nov 06, 2006.doc",eda1219c-51df-4c20-872a-575bc60e6923,
"THAI BINH-1X_ILO_Midnight Report 37_Nov 05, 2006.doc",c5b7366d-2aa9-4043-b848-14b54391f487,
"THAI BINH-1X_ILO_Midnight Report 39_Nov 07, 2006.doc",ca743b7a-6ac7-4292-820f-70f4c77c12de,
"THAI BINH-1X_ILO_Midnight Report 40_Nov 08, 2006.doc",6e612a98-15df-4f54-a9a4-2145c2dd8b12,
"THAI BINH-1X_ILO_Midnight Report 41_Nov 09, 2006.doc",109fb0e8-a251-4b8e-9b6c-2aefb5974a8b,
"THAI BINH-1X_ILO_Midnight Report 42_Nov 10, 2006.doc",d8edd98f-d05a-4081-a5e1-7a4bbeac56d7,
"THAI BINH-1X_ILO_Midnight Report 43_Nov 11, 2006.doc",652099d7-d33f-4fe4-b85a-20419faec505,
"THAI BINH-1X_ILO_Midnight Report 44_Nov 12, 2006.doc",dbe27ed0-9720-4848-b6a6-7936949f0327,
"THAI BINH-1X_ILO_Midnight Report 45_Nov 13, 2006.doc",584e03a3-3eb5-4069-a9b0-fcc3169208f7,
"THAI BINH-1X_ILO_Midnight Report 46_Nov 14, 2006.doc",2fa7d09d-6b41-4ca7-98a1-06283fc34da4,
"THAI BINH-1X_ILO_Midnight Report 47_Nov 15, 2006.doc",fb400128-d86d-4b2b-a6e1-eed199d59b46,
"THAI BINH-1X_ILO_Midnight Report 47_Nov 15c, 2006.doc",13bb5eb2-0284-481b-b747-962a7d92638e,
"THAI BINH-1X_ILO_Midnight Report 49_Nov 17, 2006.doc",209f88ef-bac3-4826-b662-a3b4e8f06dd8,
"THAI BINH-1X_ILO_Midnight Report 48_Nov 16, 2006.doc",0544e88d-5b91-4a39-b2c9-8e7ead4ebf8d,
"THAI BINH-1X_ILO_Midnight Report 51_Nov 19, 2006.doc",87105736-55d2-479e-a6fe-bebc720274de,
"THAI BINH-1X_ILO_Midnight Report 50_Nov 18, 2006.doc",04672a98-34ad-48d6-825f-cfa734724c8e,
"THAI BINH-1X_ILO_Midnight Report 53_Nov 21, 2006.doc",a5c572dc-fabb-422c-a0e3-f56457e9e3a6,
"THAI BINH-1X_ILO_Midnight Report 55_Nov 23, 2006.doc",ae427301-60dd-4e63-847d-fafcd4bf042f,
"THAI BINH-1X_ILO_Midnight Report 54_Nov 22, 2006.doc",27e61bce-3cb7-476c-a4ab-81885e8cd7f4,
"THAI BINH-1X_ILO_Midnight Report 56_Nov 24, 2006.doc",5e8d52ce-0cd1-4106-a535-272fad5b9763,
"THAI BINH-1X_ILO_Midnight Report 57_Nov 25, 2006.doc",4b5b7a04-89da-44f7-97a7-fc77272aa633,
106-HL-1X MDT_PRESSURE DATA.xls,8dedc4a5-2813-49e7-9572-cce3d7aa2988,Final report
106-HL-1X Oil & Gas Shows.xls,044ca64c-441f-4512-956f-3047806b0bb8,Interim report
106-HL-1X Bao cao giam sat dia chat cong truong.pdf,00a3345d-3c45-4d07-8f29-bb882e3d3245,Final report
106-HL-1X Well Completion Report.pdf,07d81880-a17f-4884-9d44-3aee5522afd8,Final report
106-DS-1X  Paysummary_All.xls,0850dfc6-915b-4f7d-abdf-6a0132050bc5,Final report
106-DS-1X Bao cao su co ket ong (DS).pdf,bc025f08-d8b5-497e-9d66-2d80059593af,Final report
106-DS-1X Bao Cao Tong ket gieng khoan .pdf,9f6ac6f5-e0fb-454e-a0c4-076f7c0dba14,Final report
106-DS-1X DRILLING PROGRAM DO SON-1X (ppt).pdf,c2b64ff7-6f5b-4c27-a96b-9c560fee225c,Final report
106-DS-1X Petrophysical evaluation.pdf,0028e647-8a35-4dad-ab27-98b5f84c46b1,Final report
106-DS-1X_Actual Wellpath Geographic Report (Survey_18Sept09).xls,e041eb80-217a-4c9c-8802-86c95c0afad7,Final report
106-DS-1X_Actual Wellpath Geographic Report (Survey_19Sept09).xls,1aa4021b-4e59-4001-add2-230aa0598194,Final report
106-DS-1X_Geo-Pressure Evaluation Report_2009.pdf,54ca012c-8da6-4f59-926b-176fb3e7e8fc,Final report Approved
106-DS-1X_FWR (Drilling).pdf,d27db0bf-a57b-4915-9fbd-e9d4140e9e9b,Final report Approved
Halong-1X_DGR_01_12-Jun-06.xls,6ca9b01b-2959-4525-96a7-11c327edd79f,Final report
Halong-1X_DGR_02_13-Jun-06.xls,79f5ae67-4617-40bd-9382-ab6f44abd2c5,Final report
Halong-1X_DGR_03_14-Jun-06.xls,20efe75d-ab82-4b10-ba3e-872be8222063,Final report
Halong-1X_DGR_04_15-Jun-06.xls,4aea51ac-5ac6-492e-bd76-3f4c7899743b,Final report
Halong-1X_DGR_05_16-Jun-06.xls,1485bc7a-8218-4dc2-bd89-65d78d7f529e,Final report
Halong-1X_DGR_06_17-Jun-06.xls,e833f363-7fdf-4c80-ab3f-ceb212c36562,Final report
Halong-1X_DGR_07_18-Jun-06.xls,5258176d-0e90-42bd-bcc4-82fe4ed7a8a1,Final report
Halong-1X_DGR_08_19-Jun-06.xls,2dffc34e-ab80-4781-bb1e-7d35bc92e413,Final report
Halong-1X_DGR_09_20-Jun-06.xls,99435fd4-0406-4821-aa38-794c8b08986b,Final report
106-DS-1X_Well Test proposal.pdf,ab6f4d10-42dd-43ee-914e-9d6bbc2f2eb4,Final report Approved
Halong-1X_ML_Gas Ascii_1470-1526m_20 Jun 2006.xls,57f39663-28a6-4b9e-a94f-c4f469c69060,Final report
Halong-1X_ML_Mlog_1300-1930m_3july2006.pdf,8df5c9b1-0200-4a61-9900-e59e50e252b0,Final report
Halong-1X_ML_Mlog_1500-1623m_30june2006.pdf,3200af2a-88f8-4c21-858b-3d6c9a3ca3c0,Final report
Halong_1X_ML_Mlog_1400_1588m_20june2006.pdf,65a861e8-9fa1-4652-af74-400e02d81ac7,Final report
Halong-1X_ML_Mlog_500-1396m_16june2006.pdf,4ab95b0d-477b-4a50-8a0b-eb157ec1481d,Final report
106_DS_1X_MudLog_1000 - 1478mMD_0600hrs_ 18 Sept 2009.pdf,c982e7d1-f7e1-44b0-880e-12673afb1976,Final report
106_DS_1X_MudLog_1300 - 1952mMD_0600hrs_ 19 Sept 2009.pdf,652d9897-5a05-40df-8b0d-d9ee711ddabf,Final report
106_DS_1X_MudLog_1700 - 2143mMD_2400hrs_19 Sept 2009.pdf,e7106778-3106-436b-80ff-d79197a0a4a6,Final report
106_DS_1X_MudLog_630 - 1316mMD_1500hrs_ 02 Sept 2009.pdf,f0b751c1-1c6c-41af-8089-1be9af4970e6,Final report
DO SON-1X_MudLog_2100-2354mMD_1500hrs_05 Oct 2009.pdf,cc0cb2ca-0ef6-4dc1-87ed-035709d9603f,Final report
DO SON-1X_MudLog 2525-2597mMD_1500hrs_23 Oct 2009.pdf,54f2f9cf-f41c-44d8-afec-c9c80b643600,Final report
DO SON-1X_MudLog_2400-2549mMD_1500hrs_09 Oct 2009.pdf,ddda5387-165f-4c67-8ef8-697310a7071a,Final report
DO SON-1X_MudLog_2300-2390mMD_0600hrs_07 Oct 2009.pdf,1e78e054-e234-4934-9236-37cdcf2db6cb,Final report
DO SON-1X_Mudlog_2400-2780mMD_1500hrs_25 Oct 2009.pdf,76db7cd2-0de9-48d0-8823-e7c5f6400bb8,Final report
DO SON-1X_MudLog_2400-2593mMD_0000hrs_10 Oct 2009.pdf,9c9bb606-2726-454d-a1aa-0920daba2156,Final report
DO SON-1X_Mudlog_2400-2810mMD_1500hrs_26 Oct 2009.pdf,5657bee0-e53f-40eb-8460-e944a1e4bec8,Final report
DO SON-1X_Mudlog_2400-2963mMD_0600hrs_27 Oct 2009.pdf,f161dff2-0318-4a54-aceb-6fa8abec1316,Final report
DO SON-1X_MudLog_2409-2466mMD_0600hrs_09 Oct 2009.pdf,8608c870-2e5d-4a04-a988-ad7e4595beb2,Final report
DO SON-1X_MudLog_2500-2624mMD_0600hrs 24 Oct 2009.pdf,5b4cdd04-f12f-44b6-8fd2-b0b7c196289f,Final report
DO SON-1X_Mudlog_2500-3020mMD_1500hrs_27 Oct 2009.pdf,0f84697a-d32e-47f7-884a-60984a745cc7,Final report
DOSON-1X_MudLog_2100-2321mMD_0600hrs_051009.pdf,42cf3ac5-9197-4bc8-a920-f6fb68eba12f,Final report
DS-1X Daily_WTR_1_28Oct09.pdf,191bb14d-8588-49dd-bfd4-dd768fd2caff,Final report
106-DS-1X End of well report.pdf,5f354182-0cef-492e-93f4-280534746d1d,Final report Approved
DS-1X Daily_WTR_2_29Oct09.pdf,bcd1f929-192e-4e80-898b-5676f7afaa1a,Final report
DS-1X Daily_WTR_3_30Oct09.pdf,16127d15-951c-40b7-8a98-00e5031c3212,Final report
DS-1X Daily_WTR_5_1Nov09.pdf,325de587-2e69-4e9c-b2fb-dd23d5792db5,Final report
DS-1X Daily_WTR_6_2Nov09.pdf,cf2b6e58-1a5f-482c-b87d-0672f581b6ba,Final report
DS-1X Daily_WTR_7_3Nov09.pdf,95482553-cd73-4c8d-831a-4e233b426f64,Final report
"HA LONG-1X_ML_Afternoon Report 6_Jun 14, 2006.doc",f7c67c69-41ca-4b42-a2be-1cc888b25c7d,Final report
Ha Long-1X_ML_Drllg Ascii_556-645m_14 Jun 2006.xls,815e96a2-5eaa-4676-8d34-d29d589783d0,Final report
Ha Long-1X_ML_Gas Ascii_556-645m_14 Jun 2006.xls,535fe92a-a6fa-4d37-87a0-6a80abd67891,Final report
DO SON-1X_Mudlog_630-3028mMD_0600hrs_27 Oct 2009.pdf,2d678117-1d91-410d-89b8-f1166d321115,Final report
Ha Long-1X_ML_Drllg Ascii_1390-1408m_17 Jun 2006.xls,e70e8ad8-3f06-4283-8652-e821d3903559,Final report
DoSon 1X_CPR_23_061009.xls,bca1b07d-cc18-43f0-899d-b4a39fe62698,
"HA LONG-1X_ML_Morning Report 09_Jun 17, 2006.doc",c4a7499a-eca5-4642-90ae-b1d0691dfda2,Final report
Halong-1X_DDLog_1000-1408 m.pdf,60ddf034-e89a-434a-ba18-3e34cebfe2cd,Final report
dailyreport HaLong-1X_150606.doc,27710a49-bd25-4dbd-8619-c7ffe8075c43,Final report
"HA LONG-1X_ML_Morning Report 07_Jun 15, 2006.doc",3635d5ed-6648-435c-abcb-7f58018c80ab,Final report
Halong-1X_ML_Gas Ascii_960-1090m_15 Jun 2006.xls,51ab4179-6dad-4b43-9ca9-3308eb449b66,Final report
Halong-1X_ML_Mlog_500-1408m_17june2006.pdf,cbd53319-6e3d-4e70-8686-71e1faceb2f4,Final report
"HA LONG-1X_ML_Afternoon Report 11_Jun 19, 2006.doc",3dd287fa-d688-4fcc-af75-649a91c62b60,Final report
Halong-1X_ML_Mlog_500-1085m_15june2006.pdf,e380e37d-86ea-48c1-a31a-0b9be95185aa,Final report
Ha Long-1X_ML_Drllg Ascii_1400-1416m_19 Jun 2006.xls,4d58080c-180c-4a65-b5c8-665baaa18b30,Final report
DGReport_HALONG-1X 20_jun_06.xls,d248eeeb-817a-4741-98b1-3261c5535d68,Final report
Halong-1X_MDLog_1000-1415 m.pdf,6d5d0647-43e4-4917-89d6-be6df8cf984b,Final report
Halong-1X_ML_Gas Ascii_1400-1416m_19 Jun 2006.xls,4e1556e8-dca4-4311-aaa1-8f3018da9e24,Final report
Ha Long-1X_ML_Drllg Ascii_1470-1526m_20 Jun 2006.xls,e98812a6-9701-4212-86f7-a179b7a9a26f,Final report
"HA LONG-1X_ML_Morning Report 12_Jun 20, 2006.doc",8408053f-e8b7-4dcc-ac64-7bbc3a5d31c7,Final report
Halong-1X_ML_Gas Ascii_1470-1526m_20 Jun 2006.xls,b6b5b3ab-43ff-4f0c-971d-92fdcb64234d,Final report
Halong-1X_ML_Mlog_1350-1526m_20june2006.pdf,af65c62d-1f07-4e66-8e51-5ae7703f90bb,Final report
Ha Long-1X_ML_Drllg Ascii_1000-1396m_15 Jun 2006.xls,234c6aa0-7182-4f07-8fae-f751b2385471,Final report
"HA LONG-1X_ML_Morning Report 08_Jun 16, 2006.doc",c4b34833-32cb-4fe7-9973-2d613fb04079,Final report
DGReport_HALONG-1X 16_jun_06.xls,37de9e61-6562-4397-8156-887430943ff8,Final report
Halong-1X_ML_Gas Ascii_1000-1396m_15 Jun 2006.xls,20f31fd9-edec-41ae-a0a9-e91a2d8da20f,Final report
HL-1X_Logging Programme.doc,adcbe823-b4fa-4892-9cdc-1f7cfe0fc7ed,Final report
DES_11_Do Son 1X_060909.pdf,136a0fc7-c66d-49b8-8e3e-e2aebd6d5824,
DES_12_Do Son 1X_070909.pdf,65fa5108-dcb2-4402-9de8-49647358fdf6,
DES_13_Do Son 1X_080909.pdf,11355f38-aeeb-413c-af4f-5f6784800ab7,
DES_14_Do Son 1X_090909.pdf,5b6367ab-c79e-4861-86c7-3e66ef726991,
DES_15_Do Son 1X_100909.pdf,555e553e-ee73-4904-bde6-44004616ecc6,
DES_17_Do Son 1X_120909.pdf,6ecc408d-f22a-4903-95c0-5ac936a1f037,
DES_18_Do Son 1X_130909.pdf,5c6d6397-e93e-4fa0-bc6f-91a4865d9b8b,
DES_16_Do Son 1X_110909.pdf,177a5699-e5b0-466f-916b-2f22f1c5eefc,
DES_19_Do Son 1X_140909.pdf,60f2d4cb-eda6-4ebb-98d9-0cc3742bbb67,
DES_20_Do Son 1X_150909.pdf,36c25afd-b34e-4c5c-afdb-2800392e4457,
DES_21_Do Son 1X_160909.pdf,0dc6f75c-6f50-434d-ada3-fb281637f775,
DES_23_Do Son 1X_180909.pdf,38af3001-1853-45b6-8807-27e2a54c8df1,
DES_22_Do Son 1X_170909.pdf,4d999e49-dae9-46f5-bf58-9fa13471bfcc,
DES_25_Do Son 1X_200909.pdf,604ae5fd-eca0-4944-bc37-9c3aeda6901d,
DES_26_Do Son 1X_210909.pdf,32c8a69d-678e-4d23-8721-0f68e2955dd9,
DES_24_Do Son 1X_190909.pdf,bb8aa235-3298-49e5-916a-3de4c2ace3d3,
DES_28_Do Son 1X_230909.pdf,84c85842-6c32-4340-9dba-0916d0ce3cb5,
DES_29_Do Son 1X_240909.pdf,1edffd5b-71ff-4da3-898a-b1a2ff36695d,
DES_27_Do Son 1X_220909.pdf,a4dae28c-0a6e-4ecc-ae04-aada169c3ec9,
DES_31_Do Son 1X_260909.pdf,df0dc87a-b264-432a-b2fb-79be6c7e1fb0,
DES_30_Do Son 1X_250909.pdf,e7481652-ec32-4097-9a2d-9fbcd334fbb0,
DES_32_Do Son 1X_270909.pdf,88668595-147e-418d-a37f-b777c481513c,
DES_34_Do Son 1X_290909.pdf,c1064290-c310-4818-b3e1-0766b5b1d852,
DES_33_Do Son 1X_280909.pdf,5e60b689-6ac5-4857-97d4-93e6b36e43f1,
DES_35_Do Son 1X_300909.pdf,3adaa1cf-47f0-4582-9316-fcf34f8f3367,
DES_36_Do Son 1X_011009.pdf,db6850ea-b77f-4497-a4d6-eda9198b8a1a,
DES_37_Do Son 1X_021009.pdf,91b2d3a0-99fd-408a-8cbf-3dd422240ca0,
DES_39_Do Son 1X_041009.pdf,599ce598-951f-4734-86d3-73241413defa,
DES_38_Do Son 1X_031009.pdf,3cd72e97-c796-4fe3-9427-c72cb283841f,
DES_40_Do Son 1X_051009.pdf,cdcb93a4-480a-41d2-8352-61f555a33216,
DES_41_Do Son 1X_061009.pdf,a08b6d1a-494e-4f75-8e6e-5c766d8ac3ca,
DES_43_Do Son 1X_081009.pdf,2d419576-9a04-4e1e-9ef4-65f6c64e2553,
DES_42_Do Son 1X_071009.pdf,2b503356-1cb5-4c43-ba5b-a26d35b34e84,
DES_44_Do Son 1X_091009.pdf,2ec34ebe-7335-44d7-91ef-7e620544fc8a,
DES_46_Do Son 1X_111009.pdf,b04c2168-68a6-42ea-b2de-a7965e862222,
DES_45_Do Son 1X_101009.pdf,f4134ffb-052a-4123-914d-a433b2f86fd9,
DES_47_Do Son 1X_121009.pdf,d994dffd-8d7d-4e2b-a2ed-33d052807026,
DES_48_Do Son 1X_131009.pdf,d4f9b5fd-6ef5-4aee-ae8f-f0d9b7d19968,
DES_49_Do Son 1X_141009.pdf,747feb20-a0af-46b4-8a2f-52caf418befa,
DES_50_Do Son 1X_151009.pdf,355f51ce-cb69-4a64-9931-ea4ed6cacb59,
DES_51_Do Son 1X_161009.pdf,c37c1358-0599-495f-9efb-f3e112daf664,
DES_52_Do Son 1X_171009.pdf,e0d40033-d272-4f43-b6a8-86218ad9408c,
DES_53_Do Son 1X_181009.pdf,3e1727ec-a2b8-41d1-84a4-ad185c4f24f3,
DES_54_Do Son 1X_191009.pdf,9a4ed675-7ae5-4256-b0b3-0cf984462a63,
DES_55_Do Son 1X_201009.pdf,c8decc50-6acd-4410-b017-7e2908ee79d9,
DES_56_Do Son 1X_211009.pdf,a40fd828-e925-4e60-af37-2b6c344747c0,
DES_58_Do Son 1X_231009.pdf,7c098ed4-131b-48f3-897e-0d6177e4e17b,
DES_57_Do Son 1X_221009.pdf,34ddaa5d-203c-48c3-a30f-4b6407d2822b,
DES_59_Do Son 1X_251009.pdf,3b1fcd0b-9198-430b-b36d-801e404e5dbb,
DES_62_Do Son 1X_271009.pdf,80a468e5-5073-4769-b459-8dd405148c68,
DES_61_Do Son 1X_261009.pdf,1106fdb1-4464-469d-a156-7546e54a41d8,
DES_65_Do Son 1X_301009.pdf,74b5f5ac-e9a0-415c-a4d5-a729c354e81c,
DES_64_Do Son 1X_291009.pdf,e4c52cb7-51bc-4236-85e2-fe726e5c7a61,
DES_70_Do Son 1X_041109.pdf,836f0bbb-38e3-4674-a183-fd741df45ab9,
DES_69_Do Son 1X_031109.pdf,f603f76b-d972-4de2-bc23-51a4942179e2,
DES_67_Do Son 1X_011109.pdf,c70c1b67-7118-4748-bf66-2d612ebef426,
DES_72_Do Son 1X_061109.pdf,ea1316a8-9bd8-48b8-b8b2-fd4b651af7d9,
DES_73_Do Son 1X_071109.pdf,826ef1c6-4241-4598-b58c-11849484bc7e,
DES_71_Do Son 1X_051109.pdf,df4d191a-0c8b-4147-a202-0f3eb25939e0,
DES_74_Do Son 1X_081109.pdf,07c3dc64-d278-4a88-b686-b9e820c16dd0,
DES_76_Do Son 1X_101109.pdf,d0ead960-0b9b-4159-b953-a5b4bab459c7,
DES_75_Do Son 1X_091109.pdf,c64219fb-8611-4e81-b789-dc614e9d4e17,
DES_77_Do Son 1X_111109.pdf,684182e6-1a4c-4c31-963c-c39fff9a11e5,
DES_79_Do Son 1X_131109.pdf,2ce5f84f-ffe4-4878-b33b-d1cb529b421c,
DES_78_Do Son 1X_121109.pdf,bac9b818-c036-48f3-af8d-131037cb203a,
DES_80_Do Son 1X_141109.pdf,93142b33-c7f0-4d5b-b41f-4a79f95216fa,
DES_82_Do Son 1X_161109.pdf,cee04c86-05ea-45a9-9c4a-531f8e549dc9,
DES_81_Do Son 1X_151109.pdf,333001fd-a0cc-48ab-bd0d-8ca254748398,
DES_84_Do Son 1X_181109.pdf,afca3d92-5f81-43ee-9d94-3d7c7c64976b,
DES_83_Do Son 1X_171109.pdf,e4451755-6a08-440b-8be0-6e8caf2db6e8,
DES_88_Do Son 1X_221109.pdf,97165f31-83f5-4519-849a-854eae9b3b2e,
Do Son-1x DDR _01 26-08-2009.pdf,8b6aacb7-7949-4afd-8087-570e0270517c,
DES_89_Do Son 1X_231109.pdf,d084a4fe-83d1-4992-b193-07d941f66828,
Do Son-1x DDR _02 27-08-2009.pdf,2cca3712-9d68-4ddc-9d61-685e5044de8b,
Do Son-1x DDR _05 30-08-2009.pdf,6206fefb-f37a-420c-8678-334ee88d1bf1,
Do Son-1x DDR _04 29-08-2009.pdf,7694c31c-38ce-4ed4-adad-e2df639bf6b1,
Do Son-1x DDR _03 28-08-2009.pdf,1155935e-682b-47ab-8581-2f63aa0bd997,
Do Son-1x DDR _07 01-09-2009.pdf,693bbcef-2e52-4588-b016-1ed15e39b0ba,
Do Son-1x DDR _06 31-08-2009.pdf,c53d04f9-7e07-452b-b384-8417b9e4fdf6,
Do Son-1x DDR _08 02-09-2009.pdf,5c86c856-c90d-47cb-a188-1d25530938a3,
Do Son-1x DDR _09 03-09-2009.pdf,ee064991-a706-4757-aec1-5a0c4c341fa0,
Do Son-1x DDR _11 05-09-2009.pdf,4633a0e2-7e32-4b77-b647-8efb06571457,
Do Son-1x DDR _10 04-09-2009.pdf,68d88ba0-4dd6-48f9-babf-bc0e2666680e,
Do Son-1x DDR _12 06-09-2009.pdf,92f5c932-1d67-4290-973b-54337500d2e9,
Do Son-1x DDR _13 07-09-2009.pdf,c9d7ae50-ebff-4b35-8b4d-4085a507800b,
Do Son-1x DDR _15 09-09-2009.pdf,94c17cfd-b51e-4dd9-ad34-76ef5f97c4e6,
Do Son-1x DDR _16 10-09-2009.pdf,0df9c171-5249-4667-9e56-eb2c417cfb73,
Do Son-1x DDR _17 11-09-2009.pdf,5c5d16ae-7747-4e59-ac95-66b62212c2d4,
Do Son-1x DDR _18 12-09-2009.pdf,1f51a7d6-2d3a-4c2f-b1cc-811d84052d1d,
Do Son-1x DDR _19 13-09-2009.pdf,0efecb3d-a208-44cd-9a8e-8ea2ea61262e,
Do Son-1x DDR _21 15-09-2009.pdf,8d8f2ea9-24c8-4401-9dec-39e64b3899ee,
Do Son-1x DDR _20 14-09-2009.pdf,b6e24861-77a6-41f9-bce6-1748605b4926,
Do Son-1x DDR _22 16-09-2009.pdf,f13098e2-ac13-4f32-8f2a-062ac21cfe7e,
Do Son-1x DDR _61 25-10-2009.pdf,c17b65fb-49e9-43ca-825f-02e1f35b29cd,
Do Son-1x DDR _38 02-10-2009.pdf,411fb261-593a-4f94-8ea3-32f452a75ac5,
Do Son-1x DDR_23 17-09-2009.pdf,035ca7cd-9ff0-48a1-972c-59098ed1b0cb,
Do Son-1x DDR_24 18-09-2009.pdf,52a89860-6c4c-41ab-8ba3-f11040836a3b,
Do Son-1x DDR_25 19-09-2009.pdf,a96004c8-34bd-4127-a9c6-7b4a42f1324d,
Do Son-1x DDR_26 20-09-2009.pdf,bacb069b-2b59-4129-8ddc-267efd3fb186,
Do Son-1x DDR_27 21-09-2009.pdf,02a819e2-f788-4a0b-8097-467b392184a3,
Do Son-1x DDR_28 22-09-2009.pdf,069566fc-39e4-4c03-835e-a0e0098aa154,
Do Son-1x DDR_29 23-09-2009.pdf,51fe8231-86c3-430b-95b2-ba5abeff13da,
Do Son-1x DDR_30 24-09-2009.pdf,178ba2ab-c087-40c5-9993-b28577b17bec,
Do Son-1x DDR_32 26-09-2009.pdf,3c9b0b75-0671-4c8c-a55c-d61eda62e1fb,
Do Son-1x DDR_31 25-09-2009.pdf,d94c658d-7951-4abc-8dcf-8ece9eb25975,
Do Son-1x DDR_34 28-09-2009.pdf,4837fd8e-cf44-468f-b5a1-da23e6ae0b62,
Do Son-1x DDR_35 29-09-2009.pdf,6793b6ee-36f3-4f50-9a35-1077e37b8219,
Do Son-1x DDR_33 27-09-2009.pdf,a6bd4096-cdf0-4f53-be48-47b0212c6c3b,
Do Son-1x DDR_39 03-10-2009.pdf,2bfa39a1-133f-4adc-9a12-5ddefec06b1d,
Do Son-1x DDR_36 30-09-2009.pdf,9a3e5b70-ea92-4032-be49-b0cf13513e9c,
Do Son-1x DDR_40 04-10-2009.pdf,330a4a14-a691-41c9-8bd6-e7ebc688c96c,
Do Son-1x DDR_41 05-10-2009.pdf,2c0b7bb6-0e16-4f7e-85c0-fdfc872f416e,
Do Son-1x DDR_42 06-10-2009.pdf,22930fc5-db73-41ee-b3b9-2bb6d755050b,
Do Son-1x DDR_44 08-10-2009.pdf,6186b2b4-ef55-416b-ad31-570c3783fdaa,
Do Son-1x DDR_45 09-10-2009.pdf,9bc31d11-b82d-45a4-9b09-b7ee12a84592,
Do Son-1x DDR_46 10-10-2009.pdf,34b695e5-88a4-4361-ad90-cba906cb59e6,
Do Son-1x DDR_43 07-10-2009.pdf,724f3ad2-a4d8-4dd4-8cba-90684bf563a1,
Do Son-1x DDR_47 11-10-2009.pdf,571d196a-6a44-4412-ad5f-674238960dba,
Do Son-1x DDR_48 12-10-2009.pdf,d137c228-eb1a-42b6-80e1-4c6d3c827725,
Do Son-1x DDR_49 13-10-2009.pdf,f608fe85-fafb-4c15-a51f-68453b2fe2b2,
Do Son-1x DDR_50 14-10-2009.pdf,b47f9fe6-388e-428b-ac24-aad0b578c8d5,
Do Son-1x DDR_51 15-10-2009.pdf,2a9dbd46-216d-4477-8434-0cb918cb9d75,
Do Son-1x DDR_52 16-10-2009.pdf,877c8605-0393-4f9d-9578-c0b3a658af40,
Do Son-1x DDR_53 17-10-2009.pdf,13ab16ce-2ac6-4fc1-9024-7416cc6bfa84,
Do Son-1x DDR_54 18-10-2009.pdf,2915da95-8043-47c0-8282-a4b712d8f47e,
Do Son-1x DDR_55 19-10-2009.pdf,7d9907d3-f367-4537-9130-a7e471a032e3,
Do Son-1x DDR_56 20-10-2009.pdf,fa8a1e67-111c-4b35-b139-2dff8d0d694e,
Do Son-1x DDR_57 21-10-2009.pdf,b3ddb0f5-d992-40d4-bcd7-e092b56adda3,
